bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  if(pathIndices  ==  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [CE]  ';'  expected  [FE]                          ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  if(pathIndices  ==  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	if(pathIndices  ==  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }	  if(pathNames    ==    null)    {    this.pathNames    =    new    String[stackSize];    System.arraycopy(pathNames,    0,    pathNames,    stackSize);    }    	non-compiled	[CE]  ';'  expected	147	None	replace
2	[BUG]  [BUGGY]  if(pathIndices!=  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [CE]  ';'  expected  [FE]                            ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  if(pathIndices!=  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	if(pathIndices!=  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }	  if(pathNames    ==    null)    {    this.pathNames    =    new    String[stackSize];    System.arraycopy(pathNames,    0,    pathNames,    stackSize);    }    	non-compiled	[CE]  ';'  expected	147	None	replace
3	[BUG]  [BUGGY]  if(element  ==  null)  {  if(pathNames  ==  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [CE]  ';'  expected  [FE]                              ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  if(element  ==  null)  {  if(pathNames  ==  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	if(element  ==  null)  {  if(pathNames  ==  null)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }	  if(pathNames    ==    null)    {    this.pathNames    =    new    String[stackSize];    System.arraycopy(pathNames,    0,    pathNames,    stackSize);    }    	non-compiled	[CE]  ';'  expected	147	None	replace
4	[BUG]  [BUGGY]  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  stackIndices,  stackSize);  [CE]  ';'  expected  [FE]                                ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  stackIndices,  stackSize);  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  stackIndices,  stackSize);	  if(pathNames    ==    null)    {    this.pathNames    =    new    String[stackSize];    System.arraycopy(pathNames,    0,    pathNames,    stackSize);    }    	non-compiled	[CE]  ';'  expected	147	None	replace
5	[BUG]  [BUGGY]  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  [CE]  ';'  expected  [FE]                                  ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);	  if(pathNames    ==    null)    {    this.pathNames    =    new    String[stackSize];    System.arraycopy(pathNames,    0,    pathNames,    stackSize);    }    	non-compiled	[CE]  ';'  expected	147	None	replace
6	[BUG]  [BUGGY]  if(stackSize  ==  0)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  stackSize,  pathIndices);  }  [CE]  ';'  expected  [FE]                                    ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  if(stackSize  ==  0)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  stackSize,  pathIndices);  }  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	if(stackSize  ==  0)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  stackSize,  pathIndices);  }	  if(pathNames    ==    null)    {    this.pathNames    =    new    String[stackSize];    System.arraycopy(pathNames,    0,    pathNames,    stackSize);    }    	non-compiled	[CE]  ';'  expected	147	None	replace
7	[BUG]  [BUGGY]  if(element  ==  null)  {  if(stackSize  ==  0)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [CE]  ';'  expected  [FE]                                      ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  if(element  ==  null)  {  if(stackSize  ==  0)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	if(element  ==  null)  {  if(stackSize  ==  0)  {  this.pathNames  =  new  String[stackSize];  System.arraycopy(pathNames,  0,  pathNames,  stackSize);  }	  if(pathNames    ==    null)    {    this.pathNames    =    new    String[stackSize];    System.arraycopy(pathNames,    0,    pathNames,    stackSize);    }    	non-compiled	[CE]  ';'  expected	147	None	replace
8	[BUG]  [BUGGY]  this.stackSize  =  stackSize  <  1?  stackSize  :  1;  [CE]  ';'  expected  [FE]                  ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  this.stackSize  =  stackSize  <  1?  stackSize  :  1;  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	this.stackSize  =  stackSize  <  1?  stackSize  :  1;	  this.stackSize    =    stackSize    >    1?    stackSize    :    1;    	non-compiled	[CE]  ';'  expected	183	None	replace
9	[BUG]  [BUGGY]  this.stackSize  =  stackSize  >  1?  stackSize  -  1  :  1;  [CE]  ';'  expected  [FE]                    ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  this.stackSize  =  stackSize  >  1?  stackSize  -  1  :  1;  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	this.stackSize  =  stackSize  >  1?  stackSize  -  1  :  1;	  this.stackSize    =    stackSize    >    1?    stackSize    :    1;    	non-compiled	[CE]  ';'  expected	183	None	replace
10	[BUG]  [BUGGY]  this.stackSize  =  stackSize  ==  1?  stackSize  :  1;  [CE]  ';'  expected  [FE]                      ArrayIndexOutOfBoundsException      [CONTEXT]      public  JsonTreeReader(JsonElement  element)  {  super(UNREADABLE_READER);  push(element);      [BUGGY]  this.stackSize  =  stackSize  ==  1?  stackSize  :  1;  [BUGGY]        [CLASS]  JsonTreeReader  1  [METHOD]  <init>  [RETURN_TYPE]  JsonElement)  JsonElement  element  [VARIABLES]  boolean  JsonElement  element  Reader  UNREADABLE_READER  Object  SENTINEL_CLOSED  int[]  pathIndices  String[]  pathNames  Object[]  stack  int  stackSize  	projects/Gson12/gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java	1.0	68	68	2	replace	this.stackSize  =  stackSize  ==  1?  stackSize  :  1;	  this.stackSize    =    stackSize    >    1?    stackSize    :    1;    	non-compiled	[CE]  ';'  expected	183	None	replace
